Country,Year,Food Category,Total Waste (kg),Total Cost (₹),Average Waste (kg),Records Count
Mexico,2017,Bakery,2200.93,110046.7,84.65,26
Mexico,2018,Beverages,1085.77,54288.35,47.21,23
Mexico,2018,Cereals & Grains,3090.96,154548.05,123.64,25
Mexico,2018,Prepared Foods,1230.38,61518.9,64.76,19
Mexico,2018,Bakery,989.81,49490.3,70.7,14
Mexico,2018,Fruits & Vegetables,1907.07,95353.45,82.92,23
Mexico,2018,Meat & Poultry,2504.22,125210.75,75.89,33
Mexico,2018,Legumes,1004.79,50239.3,37.21,27
Mexico,2018,Dairy,1556.24,77812.25,57.64,27
Mexico,2018,Seafood,5038.49,251924.5,201.54,25
Mexico,2018,Oils & Fats,1790.17,89508.45,57.75,31
Mexico,2019,Legumes,690.37,34518.25,32.87,21
Mexico,2019,Bakery,1023.92,51196.05,48.76,21
Mexico,2019,Meat & Poultry,2293.89,114694.55,95.58,24
Mexico,2019,Beverages,327.71,16385.55,19.28,17
Mexico,2019,Prepared Foods,2176.77,108838.65,103.66,21
Mexico,2019,Oils & Fats,957.54,47876.75,34.2,28
Mexico,2019,Cereals & Grains,3120.44,156021.85,100.66,31
Mexico,2019,Dairy,3337.69,166884.4,128.37,26
Mexico,2019,Fruits & Vegetables,1525.13,76256.55,49.2,31
Mexico,2019,Seafood,6853.95,342697.7,244.78,28
Mexico,2020,Meat & Poultry,908.65,45432.75,36.35,25
Mexico,2020,Seafood,2420.04,121002.1,83.45,29
Mexico,2020,Fruits & Vegetables,3175.72,158785.85,132.32,24
Mexico,2020,Oils & Fats,318.49,15924.35,15.92,20
Mexico,2020,Legumes,624.2,31209.85,23.12,27
Mexico,2020,Prepared Foods,2061.23,103061.55,60.62,34
Mexico,2020,Cereals & Grains,157.12,7855.75,7.48,21
Mexico,2020,Beverages,887.43,44371.35,35.5,25
Mexico,2020,Bakery,2388.49,119424.35,119.42,20
Mexico,2020,Dairy,1141.07,57053.25,54.34,21
Mexico,2021,Legumes,283.87,14193.4,14.19,20
Mexico,2021,Beverages,1227.02,61350.8,58.43,21
Mexico,2021,Bakery,2249.67,112483.7,70.3,32
Mexico,2021,Fruits & Vegetables,4396.58,219828.9,175.86,25
Mexico,2021,Seafood,793.87,39693.3,41.78,19
Mexico,2021,Dairy,1134.7,56735.25,63.04,18
Mexico,2021,Oils & Fats,1402.51,70125.4,51.94,27
Mexico,2021,Cereals & Grains,773.95,38697.6,32.25,24
Mexico,2021,Meat & Poultry,1660.54,83027.2,75.48,22
Mexico,2021,Prepared Foods,27075.47,1353773.3,1002.8,27
Mexico,2022,Beverages,1138.61,56930.7,39.26,29
Mexico,2022,Fruits & Vegetables,2955.52,147775.8,98.52,30
Mexico,2022,Seafood,3462.72,173136.1,111.7,31
Mexico,2022,Bakery,1921.1,96054.85,83.53,23
Mexico,2022,Dairy,1749.65,87482.55,109.35,16
Mexico,2022,Prepared Foods,2305.37,115268.3,85.38,27
Mexico,2022,Oils & Fats,1052.13,52606.35,33.94,31
Mexico,2022,Cereals & Grains,1735.3,86764.8,69.41,25
Mexico,2022,Legumes,1061.04,53052.15,66.32,16
Mexico,2022,Meat & Poultry,2645.42,132271.1,101.75,26
Mexico,2023,Legumes,626.5,31325.05,22.38,28
Mexico,2023,Meat & Poultry,4118.71,205935.65,216.77,19
Mexico,2023,Cereals & Grains,1103.44,55172.05,38.05,29
Mexico,2023,Bakery,3291.11,164555.3,106.16,31
Mexico,2023,Prepared Foods,4955.31,247765.7,235.97,21
Mexico,2023,Fruits & Vegetables,3933.38,196668.75,135.63,29
Mexico,2023,Seafood,2601.14,130057.15,123.86,21
Mexico,2023,Dairy,306.29,15314.65,21.88,14
Mexico,2023,Beverages,1262.42,63120.85,36.07,35
Mexico,2023,Oils & Fats,1067.72,53386.0,39.55,27
Mexico,2024,Bakery,822.12,41106.25,43.27,19
Mexico,2024,Cereals & Grains,1474.79,73739.65,54.62,27
Mexico,2024,Beverages,1136.21,56810.3,54.11,21
Mexico,2024,Oils & Fats,479.76,23987.8,25.25,19
Mexico,2024,Legumes,1792.01,89600.7,89.6,20
Mexico,2024,Dairy,2787.45,139372.45,111.5,25
Mexico,2024,Prepared Foods,6206.38,310318.9,200.21,31
Mexico,2024,Meat & Poultry,4230.45,211522.3,211.52,20
Mexico,2024,Seafood,5285.59,264279.25,176.19,30
Mexico,2024,Fruits & Vegetables,3676.33,183816.5,141.4,26
Nigeria,2015,Dairy,695.18,34758.9,31.6,22
Nigeria,2015,Beverages,834.79,41739.45,36.3,23
Nigeria,2015,Fruits & Vegetables,1642.07,82103.5,82.1,20
Nigeria,2015,Prepared Foods,1214.02,60701.15,46.69,26
Nigeria,2015,Meat & Poultry,1624.46,81223.25,67.69,24
Nigeria,2015,Oils & Fats,268.57,13428.7,11.19,24
Nigeria,2015,Cereals & Grains,2250.65,112532.35,80.38,28
Nigeria,2015,Legumes,757.74,37887.05,28.06,27
Nigeria,2015,Bakery,2620.19,131009.35,218.35,12
Nigeria,2015,Seafood,3966.35,198317.6,132.21,30
Nigeria,2016,Bakery,1695.44,84772.2,67.82,25
Nigeria,2016,Prepared Foods,2245.56,112278.15,89.82,25
Nigeria,2016,Seafood,5764.53,288226.7,213.5,27
Nigeria,2016,Legumes,2540.72,127036.2,94.1,27
Nigeria,2016,Meat & Poultry,3274.35,163717.4,125.94,26
Nigeria,2016,Beverages,1528.15,76407.75,66.44,23
Nigeria,2016,Dairy,1716.53,85826.55,95.36,18
Nigeria,2016,Cereals & Grains,1694.13,84706.3,65.16,26
Nigeria,2016,Fruits & Vegetables,3775.02,188751.15,125.83,30
Nigeria,2016,Oils & Fats,714.55,35727.65,31.07,23
Nigeria,2017,Legumes,2391.34,119567.2,85.41,28
Nigeria,2017,Oils & Fats,945.05,47252.35,41.09,23
Nigeria,2017,Meat & Poultry,1161.76,58087.85,48.41,24
Nigeria,2017,Dairy,1715.55,85777.35,61.27,28
Nigeria,2017,Bakery,1974.84,98741.8,89.77,22
Nigeria,2017,Seafood,3750.43,187521.45,156.27,24
Nigeria,2017,Fruits & Vegetables,4422.72,221136.2,176.91,25
Nigeria,2017,Prepared Foods,5356.36,267818.1,140.96,38
Nigeria,2017,Beverages,1350.08,67503.9,43.55,31
Nigeria,2017,Cereals & Grains,2128.07,106403.7,76.0,28
Nigeria,2018,Prepared Foods,1362.12,68105.85,56.75,24
Nigeria,2018,Fruits & Vegetables,3002.98,150149.2,130.56,23
Nigeria,2018,Bakery,1447.93,72396.3,57.92,25
Nigeria,2018,Seafood,1122.2,56110.1,53.44,21
Nigeria,2018,Beverages,541.34,27066.8,25.78,21
Nigeria,2018,Oils & Fats,1532.4,76619.8,52.84,29
Nigeria,2018,Meat & Poultry,6025.33,301266.5,200.84,30
Nigeria,2018,Legumes,736.41,36820.55,36.82,20
Nigeria,2018,Dairy,733.02,36651.15,33.32,22
Nigeria,2018,Cereals & Grains,1537.96,76897.8,56.96,27
Nigeria,2019,Bakery,1818.15,90907.55,69.93,26
Nigeria,2019,Cereals & Grains,1634.29,81714.4,49.52,33
Nigeria,2019,Seafood,3062.18,153108.8,117.78,26
Nigeria,2019,Fruits & Vegetables,1172.3,58614.95,37.82,31
Nigeria,2019,Dairy,2358.51,117925.7,124.13,19
Nigeria,2019,Oils & Fats,1188.79,59439.35,51.69,23
Nigeria,2019,Prepared Foods,2814.91,140745.7,117.29,24
Nigeria,2019,Meat & Poultry,499.89,24994.7,26.31,19
Nigeria,2019,Legumes,1424.95,71247.7,40.71,35
Nigeria,2019,Beverages,1222.62,61131.1,61.13,20
Nigeria,2020,Cereals & Grains,1736.33,86816.3,59.87,29
Nigeria,2020,Meat & Poultry,2465.52,123275.95,154.09,16
Nigeria,2020,Beverages,698.39,34919.5,31.75,22
Nigeria,2020,Seafood,2868.3,143414.95,114.73,25
Nigeria,2020,Prepared Foods,4265.69,213284.7,193.9,22
Nigeria,2020,Dairy,1879.9,93995.2,81.73,23
Nigeria,2020,Legumes,2647.4,132370.05,120.34,22
Nigeria,2020,Fruits & Vegetables,1783.63,89181.55,77.55,23
Nigeria,2020,Bakery,1013.15,50657.7,36.18,28
Nigeria,2020,Oils & Fats,1751.41,87570.3,87.57,20
Nigeria,2021,Legumes,2311.71,115585.5,82.56,28
Nigeria,2021,Prepared Foods,2333.73,116686.55,89.76,26
Nigeria,2021,Dairy,3255.65,162782.3,135.65,24
Nigeria,2021,Fruits & Vegetables,1591.7,79585.1,69.2,23
Nigeria,2021,Cereals & Grains,3005.18,150258.85,166.95,18
Nigeria,2021,Oils & Fats,398.76,19937.95,18.13,22
Nigeria,2021,Bakery,2053.62,102681.15,62.23,33
Nigeria,2021,Meat & Poultry,2323.56,116178.0,77.45,30
Nigeria,2021,Seafood,1857.93,92896.45,88.47,21
Nigeria,2021,Beverages,1856.92,92846.2,103.16,18
Nigeria,2022,Cereals & Grains,1129.01,56450.5,53.76,21
Nigeria,2022,Meat & Poultry,1169.4,58470.25,48.73,24
Nigeria,2022,Dairy,2683.99,134199.45,72.54,37
Nigeria,2022,Legumes,1386.58,69328.95,46.22,30
Nigeria,2022,Seafood,6416.55,320827.4,183.33,35
Nigeria,2022,Oils & Fats,1026.49,51324.75,42.77,24
Nigeria,2022,Fruits & Vegetables,2607.83,130391.5,76.7,34
Nigeria,2022,Prepared Foods,1799.0,89949.95,89.95,20
Nigeria,2022,Bakery,2298.64,114932.2,109.46,21
Nigeria,2022,Beverages,1241.73,62086.3,53.99,23
Nigeria,2023,Bakery,1521.57,76078.45,63.4,24
Nigeria,2023,Oils & Fats,722.88,36144.1,25.82,28
Nigeria,2023,Beverages,89.9,4495.05,5.62,16
Nigeria,2023,Seafood,6746.35,337317.3,210.82,32
Nigeria,2023,Cereals & Grains,907.49,45374.4,53.38,17
Nigeria,2023,Prepared Foods,6644.92,332245.95,174.87,38
Nigeria,2023,Dairy,3346.97,167348.6,92.97,36
Nigeria,2023,Fruits & Vegetables,2931.75,146587.65,112.76,26
Nigeria,2023,Legumes,300.31,15015.4,13.65,22
Nigeria,2023,Meat & Poultry,1882.92,94145.9,94.15,20
Nigeria,2024,Oils & Fats,994.53,49726.45,58.5,17
Nigeria,2024,Fruits & Vegetables,2728.85,136442.4,90.96,30
Nigeria,2024,Bakery,1469.75,73487.65,69.99,21
Nigeria,2024,Seafood,2368.43,118421.65,107.66,22
Nigeria,2024,Legumes,2660.28,133014.25,110.85,24
Nigeria,2024,Meat & Poultry,4146.76,207337.75,153.58,27
Nigeria,2024,Dairy,1694.04,84702.1,80.67,21
Nigeria,2024,Cereals & Grains,1750.78,87538.95,60.37,29
Nigeria,2024,Prepared Foods,3856.43,192821.4,167.67,23
Nigeria,2024,Beverages,701.78,35088.8,28.07,25
Pakistan,2015,Cereals & Grains,971.0,48550.2,44.14,22
Pakistan,2015,Beverages,4435.52,221776.05,126.73,35
Pakistan,2015,Oils & Fats,1255.02,62750.95,44.82,28
Pakistan,2015,Dairy,1122.27,56113.5,56.11,20
Pakistan,2015,Bakery,1169.28,58464.2,58.46,20
Pakistan,2015,Legumes,2338.92,116945.9,86.63,27
Pakistan,2015,Prepared Foods,1626.51,81325.75,90.36,18
Pakistan,2015,Seafood,2639.09,131954.45,97.74,27
Pakistan,2015,Meat & Poultry,4490.11,224505.55,166.3,27
Pakistan,2015,Fruits & Vegetables,445.81,22290.25,18.58,24
Pakistan,2016,Bakery,2172.63,108631.55,70.08,31
Pakistan,2016,Seafood,2513.53,125676.45,109.28,23
Pakistan,2016,Legumes,961.49,48074.5,32.05,30
Pakistan,2016,Meat & Poultry,4347.78,217388.9,197.63,22
Pakistan,2016,Oils & Fats,1057.56,52877.85,33.05,32
Pakistan,2016,Dairy,1810.45,90522.35,69.63,26
Pakistan,2016,Prepared Foods,2818.46,140923.1,82.9,34
Pakistan,2016,Beverages,1454.0,72700.05,45.44,32
Pakistan,2016,Fruits & Vegetables,2230.32,111516.05,85.78,26
Pakistan,2016,Cereals & Grains,1333.66,66683.05,66.68,20
Pakistan,2017,Dairy,2018.86,100942.95,69.62,29
Pakistan,2017,Oils & Fats,660.84,33042.2,34.78,19
Pakistan,2017,Prepared Foods,3133.38,156669.15,130.56,24
Pakistan,2017,Seafood,5594.7,279735.0,192.92,29
Pakistan,2017,Beverages,728.14,36407.05,29.13,25
Pakistan,2017,Legumes,2134.99,106749.65,71.17,30
Pakistan,2017,Fruits & Vegetables,1612.73,80636.35,59.73,27
Pakistan,2017,Bakery,433.93,21696.35,22.84,19
Pakistan,2017,Cereals & Grains,1739.73,86986.7,69.59,25
Pakistan,2017,Meat & Poultry,1989.01,99450.25,79.56,25
Pakistan,2018,Cereals & Grains,2077.81,103890.5,90.34,23
Pakistan,2018,Dairy,690.5,34524.75,34.52,20
Pakistan,2018,Oils & Fats,1756.14,87807.2,60.56,29
Pakistan,2018,Fruits & Vegetables,1876.12,93806.2,78.17,24
Pakistan,2018,Bakery,153.32,7665.95,9.02,17
Pakistan,2018,Legumes,1296.61,64830.4,44.71,29
Pakistan,2018,Meat & Poultry,2825.24,141261.95,108.66,26
Pakistan,2018,Seafood,1315.48,65774.2,77.38,17
Pakistan,2018,Prepared Foods,3239.76,161988.1,154.27,21
Pakistan,2018,Beverages,429.17,21458.3,23.84,18
Pakistan,2019,Oils & Fats,1137.14,56857.0,35.54,32
Pakistan,2019,Fruits & Vegetables,3372.8,168640.2,140.53,24
Pakistan,2019,Dairy,1710.29,85514.55,81.44,21
Pakistan,2019,Cereals & Grains,644.41,32220.6,23.87,27
Pakistan,2019,Meat & Poultry,3100.24,155012.2,103.34,30
Pakistan,2019,Beverages,1528.09,76404.45,61.12,25
Pakistan,2019,Prepared Foods,1560.84,78042.0,65.04,24
Pakistan,2019,Legumes,1599.38,79968.95,72.7,22
Pakistan,2019,Seafood,4605.7,230285.05,158.82,29
Pakistan,2019,Bakery,2753.15,137657.6,105.89,26
Pakistan,2020,Oils & Fats,971.63,48581.7,40.48,24
Pakistan,2020,Bakery,1282.21,64110.7,80.14,16
Pakistan,2020,Cereals & Grains,1931.59,96579.35,87.8,22
Pakistan,2020,Meat & Poultry,1699.64,84982.25,77.26,22
Pakistan,2020,Beverages,1983.47,99173.7,63.98,31
Pakistan,2020,Legumes,2555.56,127778.0,70.99,36
Pakistan,2020,Dairy,1930.53,96526.5,80.44,24
Pakistan,2020,Prepared Foods,3435.89,171794.55,118.48,29
Pakistan,2020,Fruits & Vegetables,2114.91,105745.65,91.95,23
Pakistan,2020,Seafood,5208.6,260430.1,274.14,19
Pakistan,2021,Beverages,1910.04,95502.1,65.86,29
Pakistan,2021,Meat & Poultry,3320.3,166015.0,118.58,28
Pakistan,2021,Fruits & Vegetables,3818.22,190910.9,136.36,28
Pakistan,2021,Cereals & Grains,1555.47,77773.7,64.81,24
Pakistan,2021,Seafood,5236.6,261829.75,163.64,32
Pakistan,2021,Oils & Fats,819.46,40973.2,43.13,19
Pakistan,2021,Bakery,3598.51,179925.7,133.28,27
Pakistan,2021,Dairy,2231.79,111589.3,123.99,18
Pakistan,2021,Legumes,2125.69,106284.5,78.73,27
Pakistan,2021,Prepared Foods,2049.69,102484.4,107.88,19
Pakistan,2022,Meat & Poultry,1622.58,81129.1,64.9,25
Pakistan,2022,Fruits & Vegetables,1256.05,62802.6,50.24,25
Pakistan,2022,Cereals & Grains,2019.81,100990.6,100.99,20
Pakistan,2022,Prepared Foods,3465.16,173258.25,150.66,23
Pakistan,2022,Legumes,832.97,41648.4,27.77,30
Pakistan,2022,Beverages,2639.27,131963.55,91.01,29
Pakistan,2022,Dairy,2262.46,113122.85,113.12,20
Pakistan,2022,Oils & Fats,945.97,47298.5,33.78,28
Pakistan,2022,Bakery,1188.37,59418.5,54.02,22
Pakistan,2022,Seafood,7959.7,397985.2,294.8,27
Pakistan,2023,Seafood,2429.12,121455.9,127.85,19
Pakistan,2023,Cereals & Grains,857.55,42877.35,31.76,27
Pakistan,2023,Dairy,3158.06,157902.95,112.79,28
Pakistan,2023,Meat & Poultry,2191.94,109596.9,95.3,23
Pakistan,2023,Bakery,5411.8,270590.2,235.3,23
Pakistan,2023,Prepared Foods,2151.37,107568.4,126.55,17
Pakistan,2023,Fruits & Vegetables,2229.11,111455.45,85.73,26
Pakistan,2023,Oils & Fats,191.44,9572.15,7.98,24
Pakistan,2023,Legumes,1921.96,96098.2,87.36,22
Pakistan,2023,Beverages,190.44,9521.75,11.9,16
Pakistan,2024,Seafood,3290.67,164533.6,121.88,27
Pakistan,2024,Legumes,1517.67,75883.35,56.21,27
Pakistan,2024,Cereals & Grains,1579.47,78973.6,46.46,34
Pakistan,2024,Dairy,3211.95,160597.45,114.71,28
Pakistan,2024,Fruits & Vegetables,2429.08,121453.95,110.41,22
Pakistan,2024,Beverages,802.99,40149.6,40.15,20
Pakistan,2024,Prepared Foods,1540.28,77014.05,59.24,26
Pakistan,2024,Meat & Poultry,6377.01,318850.7,227.75,28
Pakistan,2024,Bakery,2107.07,105353.55,72.66,29
Pakistan,2024,Oils & Fats,455.01,22750.35,18.2,25
Philippines,2015,Dairy,938.27,46913.7,36.09,26
Philippines,2015,Legumes,3205.87,160293.45,133.58,24
Philippines,2015,Oils & Fats,1710.67,85533.4,81.46,21
Philippines,2015,Prepared Foods,1871.25,93562.6,81.36,23
Philippines,2015,Beverages,993.17,49658.4,45.14,22
Philippines,2015,Cereals & Grains,1216.83,60841.45,50.7,24
Philippines,2015,Seafood,3676.43,183821.75,136.16,27
Philippines,2015,Meat & Poultry,4305.4,215270.15,143.51,30
Philippines,2015,Fruits & Vegetables,1722.51,86125.65,82.02,21
Philippines,2015,Bakery,473.99,23699.35,22.57,21
Philippines,2016,Legumes,2093.17,104658.55,80.51,26
Philippines,2016,Bakery,2332.34,116617.0,101.41,23
Philippines,2016,Seafood,5905.43,295271.4,256.76,23
Philippines,2016,Dairy,1490.33,74516.3,67.74,22
Philippines,2016,Meat & Poultry,4071.23,203561.5,185.06,22
Philippines,2016,Prepared Foods,1611.72,80586.1,73.26,22
Philippines,2016,Beverages,1583.37,79168.7,65.97,24
Philippines,2016,Cereals & Grains,1594.11,79705.45,61.31,26
Philippines,2016,Oils & Fats,1184.73,59236.65,38.22,31
Philippines,2016,Fruits & Vegetables,2530.53,126526.55,76.68,33
Philippines,2017,Meat & Poultry,1879.8,93989.8,81.73,23
Philippines,2017,Legumes,931.68,46583.85,31.06,30
Philippines,2017,Seafood,4748.53,237426.4,215.84,22
Philippines,2017,Fruits & Vegetables,5240.42,262020.85,141.63,37
Philippines,2017,Prepared Foods,1226.47,61323.6,51.1,24
Philippines,2017,Dairy,698.71,34935.5,36.77,19
Philippines,2017,Cereals & Grains,502.62,25130.75,18.62,27
Philippines,2017,Beverages,1506.28,75314.15,53.8,28
Philippines,2017,Bakery,1416.41,70820.4,52.46,27
Philippines,2017,Oils & Fats,1685.42,84271.1,64.82,26
Philippines,2018,Dairy,605.96,30298.1,43.28,14
Philippines,2018,Bakery,5516.2,275810.25,167.16,33
Philippines,2018,Seafood,3750.49,187524.7,133.95,28
Philippines,2018,Legumes,508.14,25406.9,24.2,21
Philippines,2018,Oils & Fats,2612.69,130634.4,96.77,27
Philippines,2018,Cereals & Grains,1239.37,61968.4,77.46,16
Philippines,2018,Fruits & Vegetables,2600.77,130038.7,130.04,20
Philippines,2018,Prepared Foods,5482.09,274104.6,210.85,26
Philippines,2018,Meat & Poultry,1910.42,95521.2,83.06,23
Philippines,2018,Beverages,417.96,20897.9,16.08,26
Philippines,2019,Oils & Fats,1852.32,92616.0,54.48,34
Philippines,2019,Dairy,665.59,33279.25,26.62,25
Philippines,2019,Beverages,1107.43,55371.65,50.34,22
Philippines,2019,Meat & Poultry,3881.1,194055.0,155.24,25
Philippines,2019,Seafood,2514.65,125732.45,89.81,28
Philippines,2019,Fruits & Vegetables,6335.56,316778.25,211.19,30
Philippines,2019,Bakery,4526.19,226309.45,181.05,25
Philippines,2019,Prepared Foods,5097.23,254861.25,203.89,25
Philippines,2019,Legumes,1261.75,63087.4,63.09,20
Philippines,2019,Cereals & Grains,1845.33,92266.55,63.63,29
Philippines,2020,Fruits & Vegetables,1043.95,52197.65,45.39,23
Philippines,2020,Prepared Foods,4593.32,229666.25,148.17,31
Philippines,2020,Oils & Fats,2693.01,134650.65,92.86,29
Philippines,2020,Dairy,2950.32,147516.05,92.2,32
Philippines,2020,Cereals & Grains,498.45,24922.55,21.67,23
Philippines,2020,Legumes,2969.0,148450.1,114.19,26
Philippines,2020,Bakery,1669.18,83459.2,83.46,20
Philippines,2020,Seafood,2129.91,106495.55,81.92,26
Philippines,2020,Beverages,1048.73,52436.75,41.95,25
Philippines,2020,Meat & Poultry,1985.31,99265.6,66.18,30
Philippines,2021,Fruits & Vegetables,1667.38,83369.2,75.79,22
Philippines,2021,Beverages,920.15,46007.55,27.06,34
Philippines,2021,Seafood,3482.39,174119.5,145.1,24
Philippines,2021,Prepared Foods,4792.44,239621.9,136.93,35
Philippines,2021,Oils & Fats,1254.3,62715.1,39.2,32
Philippines,2021,Bakery,819.21,40960.7,30.34,27
Philippines,2021,Meat & Poultry,2832.82,141641.15,128.76,22
Philippines,2021,Legumes,353.82,17690.95,18.62,19
Philippines,2021,Cereals & Grains,1471.16,73558.25,63.96,23
Philippines,2021,Dairy,3693.68,184683.85,111.93,33
Philippines,2022,Prepared Foods,681.44,34072.2,45.43,15
Philippines,2022,Beverages,1188.07,59403.5,49.5,24
Philippines,2022,Bakery,3079.29,153964.7,123.17,25
Philippines,2022,Meat & Poultry,2273.22,113660.75,68.89,33
Philippines,2022,Seafood,2204.55,110227.7,129.68,17
Philippines,2022,Fruits & Vegetables,1856.05,92802.5,74.24,25
Philippines,2022,Cereals & Grains,1043.48,52174.05,47.43,22
Philippines,2022,Oils & Fats,1094.66,54732.8,57.61,19
Philippines,2022,Dairy,2652.33,132616.4,126.3,21
Philippines,2022,Legumes,896.42,44820.85,32.01,28
Philippines,2023,Cereals & Grains,3060.77,153038.35,153.04,20
Philippines,2023,Meat & Poultry,3590.14,179506.85,105.59,34
Philippines,2023,Seafood,5748.06,287403.15,221.08,26
Philippines,2023,Legumes,1100.66,55032.95,36.69,30
Philippines,2023,Dairy,6544.34,327216.9,192.48,34
Philippines,2023,Oils & Fats,1429.09,71454.25,51.04,28
Philippines,2023,Prepared Foods,3182.33,159116.5,113.65,28
Philippines,2023,Fruits & Vegetables,1972.11,98605.25,85.74,23
Philippines,2023,Beverages,1143.14,57156.85,42.34,27
Philippines,2023,Bakery,3675.49,183774.7,153.15,24
Philippines,2024,Beverages,316.1,15804.8,13.74,23
Philippines,2024,Cereals & Grains,1575.78,78789.05,58.36,27
Philippines,2024,Oils & Fats,699.45,34972.65,27.98,25
Philippines,2024,Fruits & Vegetables,4028.3,201415.05,154.93,26
Philippines,2024,Prepared Foods,5394.21,269710.35,179.81,30
Philippines,2024,Legumes,2652.27,132613.7,80.37,33
Philippines,2024,Bakery,2132.55,106627.7,106.63,20
Philippines,2024,Meat & Poultry,817.21,40860.55,40.86,20
Philippines,2024,Dairy,2430.08,121504.1,97.2,25
Philippines,2024,Seafood,3255.99,162799.3,101.75,32
South Africa,2015,Prepared Foods,3436.68,171834.0,127.28,27
South Africa,2015,Cereals & Grains,2263.77,113188.3,125.76,18
South Africa,2015,Beverages,3357.38,167869.15,145.97,23
South Africa,2015,Oils & Fats,826.15,41307.5,41.31,20
South Africa,2015,Fruits & Vegetables,1940.23,97011.3,107.79,18
South Africa,2015,Bakery,571.68,28584.1,20.42,28
South Africa,2015,Dairy,2557.55,127877.55,102.3,25
South Africa,2015,Legumes,1180.52,59026.1,43.72,27
South Africa,2015,Meat & Poultry,2740.96,137048.0,130.52,21
South Africa,2015,Seafood,2887.04,144352.05,93.13,31
South Africa,2016,Legumes,944.54,47227.25,34.98,27
South Africa,2016,Cereals & Grains,881.41,44070.3,41.97,21
South Africa,2016,Meat & Poultry,5011.28,250563.9,208.8,24
South Africa,2016,Seafood,3465.61,173280.75,111.79,31
South Africa,2016,Prepared Foods,2210.77,110538.4,147.38,15
South Africa,2016,Beverages,2610.23,130511.4,104.41,25
South Africa,2016,Fruits & Vegetables,804.69,40234.75,38.32,21
South Africa,2016,Bakery,2764.59,138229.7,120.2,23
South Africa,2016,Dairy,2289.32,114466.25,84.79,27
South Africa,2016,Oils & Fats,195.46,9772.95,8.5,23
South Africa,2017,Seafood,5302.97,265148.5,212.12,25
South Africa,2017,Fruits & Vegetables,1178.56,58927.85,56.12,21
South Africa,2017,Cereals & Grains,1390.4,69520.05,73.18,19
South Africa,2017,Beverages,513.64,25682.1,24.46,21
South Africa,2017,Bakery,3453.49,172674.65,127.91,27
South Africa,2017,Oils & Fats,449.8,22490.0,22.49,20
South Africa,2017,Dairy,2731.5,136574.95,151.75,18
South Africa,2017,Prepared Foods,1645.29,82264.35,68.55,24
South Africa,2017,Legumes,2592.3,129615.05,103.69,25
South Africa,2017,Meat & Poultry,630.68,31533.8,28.67,22
South Africa,2018,Legumes,863.99,43199.6,27.87,31
South Africa,2018,Bakery,1203.32,60166.15,40.11,30
South Africa,2018,Fruits & Vegetables,2690.59,134529.65,99.65,27
South Africa,2018,Seafood,10087.2,504359.9,373.6,27
South Africa,2018,Beverages,1364.64,68232.15,41.35,33
South Africa,2018,Cereals & Grains,1453.18,72658.95,55.89,26
South Africa,2018,Dairy,1424.4,71220.15,56.98,25
South Africa,2018,Prepared Foods,3119.48,155974.0,119.98,26
South Africa,2018,Meat & Poultry,3527.26,176363.25,130.64,27
South Africa,2018,Oils & Fats,1281.62,64081.05,36.62,35
South Africa,2019,Beverages,961.24,48061.75,28.27,34
South Africa,2019,Meat & Poultry,2164.67,108233.65,69.83,31
South Africa,2019,Legumes,644.25,32212.25,29.28,22
South Africa,2019,Cereals & Grains,843.7,42184.85,35.15,24
South Africa,2019,Dairy,601.09,30054.7,33.39,18
South Africa,2019,Prepared Foods,4789.43,239471.5,184.21,26
South Africa,2019,Fruits & Vegetables,1992.65,99632.3,90.57,22
South Africa,2019,Oils & Fats,1792.93,89646.75,81.5,22
South Africa,2019,Seafood,1631.61,81580.5,77.7,21
South Africa,2019,Bakery,2416.54,120826.8,105.07,23
South Africa,2020,Legumes,1884.41,94220.45,60.79,31
South Africa,2020,Beverages,1388.35,69417.45,44.79,31
South Africa,2020,Seafood,3519.3,175965.2,121.36,29
South Africa,2020,Cereals & Grains,1529.75,76487.65,42.49,36
South Africa,2020,Bakery,1580.69,79034.4,75.27,21
South Africa,2020,Oils & Fats,311.34,15566.9,15.57,20
South Africa,2020,Meat & Poultry,1397.52,69875.75,46.58,30
South Africa,2020,Fruits & Vegetables,2925.24,146261.8,94.36,31
South Africa,2020,Dairy,2225.55,111277.25,76.74,29
South Africa,2020,Prepared Foods,2815.05,140752.5,100.54,28
South Africa,2021,Bakery,2777.94,138897.1,79.37,35
South Africa,2021,Fruits & Vegetables,2568.04,128401.8,85.6,30
South Africa,2021,Cereals & Grains,2287.54,114377.15,108.93,21
South Africa,2021,Beverages,566.65,28332.45,26.98,21
South Africa,2021,Seafood,2232.08,111603.85,82.67,27
South Africa,2021,Dairy,4142.98,207149.0,125.54,33
South Africa,2021,Prepared Foods,3715.17,185758.35,137.6,27
South Africa,2021,Meat & Poultry,947.66,47383.1,37.91,25
South Africa,2021,Oils & Fats,406.07,20303.45,17.66,23
South Africa,2021,Legumes,1711.94,85597.25,65.84,26
South Africa,2022,Dairy,1391.22,69561.15,55.65,25
South Africa,2022,Prepared Foods,2896.85,144842.55,76.23,38
South Africa,2022,Seafood,3369.03,168451.7,112.3,30
South Africa,2022,Meat & Poultry,3121.04,156052.0,124.84,25
South Africa,2022,Fruits & Vegetables,924.64,46231.9,54.39,17
